,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Urban_or_Rural_Area,Longitude,Latitude
292,3,2,1,07/01/2018,1,20:00,6,30,4,1,1,0,1,-0.331512,51.460207
293,2,1,1,06/01/2018,7,19:05,6,30,4,1,1,0,1,0.091259,51.365118
294,3,1,1,06/01/2018,7,22:45,6,30,4,1,1,0,1,-0.30466,51.419535
295,3,2,1,07/01/2018,1,23:33,6,30,4,1,1,0,1,0.049802,51.543189
296,2,1,1,07/01/2018,1,22:35,3,20,4,1,1,0,1,-0.060207,51.526895
297,3,2,1,07/01/2018,1,23:00,6,30,4,1,1,0,1,-0.068083,51.340605
298,3,2,1,05/01/2018,6,15:48,6,30,1,8,1,-1,1,0.008588,51.445611
299,2,2,1,08/01/2018,2,04:30,6,30,4,1,1,0,1,-0.198942,51.518407
300,2,1,1,08/01/2018,2,06:03,6,30,1,1,1,0,1,-0.423385,51.501045
301,3,2,1,08/01/2018,2,07:20,9,30,1,1,2,0,1,-0.41104,51.491436
302,3,2,2,08/01/2018,2,07:13,6,30,6,1,1,0,1,-0.162223,51.399223
303,2,1,1,08/01/2018,2,07:59,6,20,4,1,1,0,1,-0.063287,51.569841
304,3,2,1,08/01/2018,2,07:40,6,20,4,1,1,0,1,-0.17737,51.470233
305,2,2,2,08/01/2018,2,06:45,6,30,4,1,1,0,1,-0.260603,51.594784
306,3,2,1,02/01/2018,3,17:30,3,60,4,1,1,0,1,-0.257032,51.431426
307,3,2,1,08/01/2018,2,07:00,6,30,1,1,1,0,1,-0.143674,51.441917
308,3,2,1,08/01/2018,2,06:50,3,70,4,1,1,0,2,0.175753,51.51691
309,3,2,2,08/01/2018,2,06:30,6,30,4,1,1,0,1,0.247775,51.545229
310,3,2,1,08/01/2018,2,08:30,6,30,1,1,1,0,1,-0.082991,51.495886
311,3,2,1,08/01/2018,2,06:15,6,30,1,1,1,0,1,-0.178197,51.467548
312,3,2,1,08/01/2018,2,08:57,6,30,1,1,1,0,1,-0.101352,51.383325
313,3,1,2,08/01/2018,2,08:54,6,30,1,1,1,0,1,-0.100143,51.495715
314,3,2,2,08/01/2018,2,11:40,6,20,1,1,1,0,1,-0.104276,51.489847
315,3,2,1,08/01/2018,2,10:04,9,20,1,1,1,0,1,-0.362982,51.522069
316,3,4,1,08/01/2018,2,11:50,6,30,1,1,1,0,1,-0.0692,51.396019
317,3,1,1,08/01/2018,2,06:50,6,30,1,1,1,0,1,-0.420712,51.503347
318,3,2,1,08/01/2018,2,08:15,3,50,1,1,1,0,1,0.169796,51.525024
319,3,2,1,08/01/2018,2,13:08,1,30,1,1,1,0,1,-0.232345,51.571432
320,3,2,1,05/01/2018,6,15:03,6,30,1,1,1,0,1,-0.073174,51.516858
321,3,1,1,01/01/2018,2,08:08,6,30,1,1,2,0,1,0.060132,51.458925
322,3,2,2,08/01/2018,2,15:01,6,30,1,1,1,0,1,-0.378888,51.589643
323,3,2,1,05/01/2018,6,18:50,1,30,4,1,1,0,1,-0.292923,51.529883
324,3,2,1,08/01/2018,2,15:12,6,30,1,1,1,0,1,-0.019855,51.456796
325,2,1,1,08/01/2018,2,16:07,6,30,1,1,1,0,1,0.179618,51.534464
326,3,1,1,08/01/2018,2,16:10,2,30,1,1,1,0,1,-0.176064,51.427137
327,3,3,1,08/01/2018,2,16:20,6,30,4,1,2,0,1,-0.341662,51.593079
328,3,2,1,06/01/2018,7,01:01,9,30,1,9,-1,0,1,0.047561,51.531808
329,3,2,1,08/01/2018,2,15:10,3,30,1,1,2,0,1,-0.043782,51.513224
330,2,2,1,08/01/2018,2,18:11,2,20,4,1,1,0,1,-0.139954,51.498062
331,3,2,1,08/01/2018,2,17:50,3,20,1,1,1,0,1,-0.036173,51.475686
332,3,2,1,08/01/2018,2,12:00,6,30,1,1,1,0,1,-0.328199,51.499637
333,3,3,1,07/01/2018,1,12:30,3,40,1,1,1,0,2,0.039877,51.576006
334,3,1,1,08/01/2018,2,17:10,2,20,1,1,1,0,1,-0.276058,51.613716
335,3,1,1,08/01/2018,2,16:30,6,30,4,1,1,0,2,-0.48205,51.604241
336,3,1,1,08/01/2018,2,16:26,6,30,4,1,1,0,1,-0.265549,51.491443
337,3,2,1,08/01/2018,2,15:00,9,30,4,9,-1,0,1,-0.044856,51.666385
338,3,1,1,08/01/2018,2,19:30,6,20,4,1,1,0,1,-0.222325,51.49907
339,3,1,1,08/01/2018,2,17:30,6,30,4,1,1,0,1,-0.236416,51.451261
340,3,3,1,08/01/2018,2,14:36,6,20,1,1,1,0,1,-0.081071,51.555296
341,3,2,1,08/01/2018,2,16:55,2,20,4,1,1,0,1,-0.018163,51.575473
342,3,2,1,08/01/2018,2,19:00,6,30,1,1,1,0,1,-0.44984,51.481435
343,2,2,1,08/01/2018,2,19:55,6,30,4,1,1,0,1,-0.209128,51.515955
344,3,1,1,07/01/2018,1,13:35,6,20,1,1,1,0,1,-0.103907,51.58894
345,3,2,1,08/01/2018,2,22:05,6,30,4,1,1,0,1,-0.118706,51.401681
346,3,1,1,08/01/2018,2,23:01,6,30,4,1,2,0,1,-0.362264,51.562165
347,3,2,1,09/01/2018,3,02:40,6,30,4,1,2,0,1,0.169513,51.53726
348,3,2,1,08/01/2018,2,13:35,6,30,1,1,1,0,1,-0.240952,51.378129
349,3,2,1,09/01/2018,3,08:23,3,50,1,1,2,0,1,-0.329542,51.533827
350,3,2,1,08/01/2018,2,08:35,6,30,1,1,1,0,1,0.007699,51.559745
351,3,2,1,09/01/2018,3,07:25,3,30,4,1,1,2,1,-0.073925,51.509316
352,3,3,1,01/01/2018,2,09:00,2,30,1,1,1,0,1,-0.035055,51.545182
353,3,2,1,09/01/2018,3,08:30,2,20,1,1,1,0,1,-0.083205,51.504522
354,3,2,1,09/01/2018,3,08:45,6,20,1,1,1,0,1,-0.112387,51.481794
355,3,1,1,09/01/2018,3,09:30,6,30,1,1,1,0,1,-0.125499,51.432455
356,3,1,1,09/01/2018,3,08:20,6,30,1,1,1,0,1,-0.289366,51.420842
357,3,2,1,08/01/2018,2,09:15,6,30,1,1,1,0,1,-0.051676,51.513984
358,3,2,2,09/01/2018,3,09:12,6,30,1,1,1,0,1,-0.390142,51.430363
359,3,1,2,09/01/2018,3,09:00,2,30,1,1,1,0,1,-0.143134,51.494246
360,3,2,1,09/01/2018,3,08:10,6,20,1,1,1,0,1,-0.058977,51.440544
361,3,1,1,04/01/2018,5,17:45,2,30,1,1,1,0,1,-0.18997,51.457478
362,2,2,1,09/01/2018,3,10:30,6,20,1,1,2,0,1,-0.103446,51.544509
363,3,2,2,09/01/2018,3,11:05,6,30,1,1,1,0,1,0.123729,51.551227
364,3,1,2,08/01/2018,2,17:44,2,20,4,1,1,0,1,-0.25831,51.526407
365,3,3,1,09/01/2018,3,12:00,3,30,1,1,1,0,1,-0.112865,51.505093
366,3,2,1,08/01/2018,2,15:55,3,20,1,1,1,0,1,-0.16244,51.51928
367,3,2,1,09/01/2018,3,13:10,6,30,1,1,2,0,1,-0.329854,51.509552
368,3,2,1,09/01/2018,3,09:36,6,30,1,1,1,0,1,-0.21587,51.527838
369,3,2,1,09/01/2018,3,08:39,3,30,1,1,1,0,1,-0.10967,51.484808
370,3,2,1,09/01/2018,3,07:40,6,30,1,1,1,0,1,-0.179775,51.529172
371,3,2,1,09/01/2018,3,08:20,3,30,1,1,1,0,1,-0.312669,51.549503
372,3,1,1,08/01/2018,2,08:30,6,30,1,1,1,0,1,-0.183111,51.492444
373,3,2,1,09/01/2018,3,12:50,6,30,1,1,1,0,1,0.186936,51.464542
374,3,2,1,09/01/2018,3,08:15,6,20,1,1,1,0,1,-0.148084,51.542705
375,3,2,1,09/01/2018,3,14:07,6,20,1,2,2,0,1,-0.107177,51.538005
376,3,2,1,09/01/2018,3,12:35,6,30,1,2,1,0,1,-0.214018,51.52727
377,2,3,1,09/01/2018,3,13:39,3,70,1,1,2,0,1,-0.500595,51.483984
378,3,1,1,09/01/2018,3,17:00,6,20,4,2,2,0,1,-0.094993,51.57081
379,3,1,1,09/01/2018,3,16:08,6,30,4,1,2,0,1,0.051066,51.539211
380,3,2,1,09/01/2018,3,17:54,3,40,4,8,2,0,1,-0.351214,51.480719
381,3,2,1,09/01/2018,3,17:00,3,60,4,1,2,0,1,-0.419338,51.493077
382,3,1,1,09/01/2018,3,16:00,6,30,1,1,1,0,1,-0.1504,51.489145
383,3,2,1,09/01/2018,3,17:00,1,30,4,1,1,0,1,-0.008269,51.507949
384,3,4,1,09/01/2018,3,16:00,6,30,1,1,1,0,1,0.079022,51.59888
385,3,2,1,09/01/2018,3,16:04,2,30,1,1,1,0,1,0.068319,51.557163
386,2,3,1,09/01/2018,3,15:45,1,50,4,1,2,0,1,-0.391703,51.525164
387,3,2,1,09/01/2018,3,16:50,3,40,4,2,2,0,1,0.115944,51.532663
388,3,2,1,09/01/2018,3,06:45,6,30,4,1,-1,0,1,-0.097462,51.653311
389,3,2,1,09/01/2018,3,19:05,3,30,4,1,2,0,1,-0.25272,51.559417
390,3,2,2,09/01/2018,3,19:02,6,30,4,1,2,0,1,-0.136218,51.462482
391,3,1,1,09/01/2018,3,18:15,6,30,4,1,2,0,1,0.002547,51.632942
392,3,1,1,09/01/2018,3,18:00,6,20,4,1,1,6,1,-0.060564,51.477801
393,3,2,1,09/01/2018,3,18:00,3,50,4,1,1,0,1,0.00987,51.491183
394,2,2,1,09/01/2018,3,18:00,3,50,4,8,2,0,1,0.009866,51.491093
395,3,2,1,09/01/2018,3,20:20,3,50,7,1,2,0,1,-0.244181,51.616301
396,3,3,3,09/01/2018,3,18:40,3,30,4,1,1,0,1,0.02291,51.453818
397,3,3,1,09/01/2018,3,05:50,6,30,4,1,2,0,1,-0.002277,51.631676
398,3,2,1,09/01/2018,3,19:10,3,30,4,2,2,0,1,0.12992,51.44284
399,3,2,1,09/01/2018,3,08:15,6,30,1,2,2,0,1,-0.017214,51.348209
400,3,2,1,09/01/2018,3,18:19,6,30,7,1,2,0,1,-0.175797,51.484417
401,3,2,1,09/01/2018,3,19:30,6,30,4,1,2,0,1,-0.159177,51.621563
402,3,3,1,09/01/2018,3,13:55,6,30,1,1,1,0,1,-0.209611,51.59177
403,2,2,1,09/01/2018,3,20:00,1,30,1,2,2,0,1,-0.018037,51.399031
404,3,2,1,09/01/2018,3,18:30,6,30,4,1,2,0,1,-0.245122,51.479449
405,3,2,1,09/01/2018,3,21:47,6,30,4,1,2,0,1,-0.07277,51.570807
406,3,2,4,09/01/2018,3,17:10,6,30,4,1,1,0,1,-0.123062,51.449772
407,3,2,1,09/01/2018,3,15:25,6,20,1,1,1,0,1,-0.084949,51.421637
408,3,2,1,08/01/2018,2,18:50,6,30,4,1,1,0,1,-0.141997,51.493868
409,3,2,1,05/01/2018,6,18:15,9,20,4,2,2,0,1,-0.306683,51.516504
410,2,2,1,09/01/2018,3,16:31,6,30,4,2,2,0,1,-0.411858,51.505206
411,3,2,1,05/01/2018,6,23:05,6,30,4,1,1,0,1,-0.121443,51.380501
412,3,2,1,08/01/2018,2,16:20,3,50,4,1,1,0,2,0.046671,51.598729
413,3,1,1,09/01/2018,3,23:52,6,20,4,2,2,2,1,-0.006633,51.492634
414,3,2,2,10/01/2018,4,01:30,6,30,4,2,2,0,1,-0.195743,51.584723
415,3,2,1,10/01/2018,4,02:10,6,30,4,2,2,0,1,-0.097007,51.529477
416,3,2,1,09/01/2018,3,21:35,6,30,4,1,1,0,1,-0.102173,51.342601
417,3,2,1,10/01/2018,4,06:27,6,30,4,1,1,0,1,-0.005601,51.45026
418,3,3,2,10/01/2018,4,07:30,3,50,1,8,2,0,1,0.083778,51.573436
419,3,2,1,05/01/2018,6,17:00,6,30,7,8,-1,0,1,-0.412439,51.459442
420,3,2,1,10/01/2018,4,07:30,6,30,1,1,1,0,1,0.045977,51.435342
421,3,2,1,10/01/2018,4,02:50,2,20,4,5,2,0,1,-0.036317,51.475689
422,2,2,1,10/01/2018,4,07:25,6,30,7,1,1,0,1,-0.30368,51.414935
423,3,3,1,10/01/2018,4,08:35,6,30,1,1,2,0,1,-0.164369,51.464095
424,3,1,1,02/01/2018,3,13:30,9,30,1,1,1,0,1,-0.067923,51.600043
425,2,3,1,09/01/2018,3,18:40,6,30,4,2,2,0,1,-0.165576,51.430391
426,3,1,1,10/01/2018,4,08:55,2,20,1,1,1,0,1,0.008219,51.56828
427,3,2,1,10/01/2018,4,07:30,2,20,1,1,2,0,1,-0.224208,51.487678
428,3,1,1,10/01/2018,4,10:15,6,30,1,1,2,0,1,-0.11985,51.468425
429,2,2,1,10/01/2018,4,08:20,6,30,1,1,1,0,1,0.247457,51.553419
430,2,1,1,10/01/2018,4,10:40,3,30,1,1,1,0,1,-0.14902,51.523205
431,3,1,1,10/01/2018,4,09:10,1,30,1,1,1,0,1,-0.163243,51.642489
432,2,1,1,06/01/2018,7,18:20,6,30,4,9,-1,-1,1,-0.144688,51.576553
433,3,1,1,10/01/2018,4,10:40,6,30,4,1,1,0,1,-0.007225,51.578075
434,3,3,1,10/01/2018,4,11:40,6,20,1,1,1,0,1,-0.076734,51.538409
435,3,1,1,10/01/2018,4,07:06,3,20,4,1,1,0,1,-0.114557,51.457099
436,3,1,1,10/01/2018,4,13:10,1,30,1,1,1,0,1,-0.282406,51.514353
437,3,2,1,09/01/2018,3,04:45,6,30,4,1,1,0,1,-0.163023,51.519109
438,3,1,1,10/01/2018,4,09:57,3,30,1,1,1,0,1,-0.157422,51.511467
439,3,2,1,09/01/2018,3,07:38,6,30,1,1,1,0,1,-0.103601,51.478325
440,3,1,1,09/01/2018,3,19:05,6,30,4,1,1,0,1,-0.140455,51.627203
441,3,2,1,10/01/2018,4,12:05,6,30,1,1,1,0,1,0.196926,51.519573
442,3,2,1,10/01/2018,4,14:29,6,30,1,1,1,0,1,-0.08421,51.473694
443,3,1,1,10/01/2018,4,13:50,6,20,1,1,1,0,1,-0.105085,51.53977
444,3,1,1,10/01/2018,4,09:15,6,30,1,1,1,0,1,0.113903,51.541512
445,3,2,1,10/01/2018,4,00:55,1,20,4,1,2,0,1,0.080046,51.55174
446,3,1,1,10/01/2018,4,14:55,6,30,1,1,1,0,1,-0.278462,51.611233
447,3,1,1,10/01/2018,4,16:40,6,20,4,1,1,0,1,-0.11377,51.46572
448,3,1,1,10/01/2018,4,17:55,6,30,4,1,1,0,1,-0.156183,51.513606
449,2,1,1,10/01/2018,4,17:22,6,30,4,1,1,0,1,-0.213994,51.516838
450,3,2,1,10/01/2018,4,18:24,3,30,5,1,1,0,1,-0.128254,51.495268
451,3,2,2,10/01/2018,4,18:20,6,30,4,1,1,0,1,-0.212763,51.459896
452,3,2,1,10/01/2018,4,16:00,6,30,4,1,2,0,1,0.019443,51.414399
453,3,2,1,10/01/2018,4,16:30,3,20,4,1,1,0,1,-0.305099,51.423229
454,3,2,3,10/01/2018,4,17:50,3,50,4,1,1,0,1,-0.245951,51.397718
455,3,3,1,10/01/2018,4,16:57,3,30,4,1,1,0,1,-0.062532,51.48233
456,2,1,1,10/01/2018,4,19:03,2,30,4,1,1,0,1,-0.098634,51.383011
457,3,1,1,10/01/2018,4,18:55,9,30,4,1,1,0,1,-0.306032,51.569011
458,3,3,1,10/01/2018,4,16:58,6,30,4,1,1,0,1,-0.413959,51.461261
459,3,2,1,10/01/2018,4,18:19,6,30,4,1,1,0,1,-0.10886,51.382457
460,3,3,1,10/01/2018,4,19:45,6,20,4,1,1,0,1,-0.093697,51.48446
461,3,1,1,10/01/2018,4,15:00,3,20,1,1,1,0,1,-0.137865,51.524557
462,3,2,1,10/01/2018,4,19:00,6,30,4,1,1,0,1,-0.213589,51.523487
463,2,3,2,09/01/2018,3,22:30,3,50,4,1,1,0,1,0.065536,51.556223
464,3,2,1,10/01/2018,4,18:19,6,30,4,1,1,0,1,-0.100354,51.46982
465,3,1,1,09/01/2018,3,18:14,9,30,4,1,1,0,1,-0.129739,51.360311
466,3,2,1,10/01/2018,4,16:37,6,30,5,1,1,0,1,0.165294,51.545611
467,3,2,2,10/01/2018,4,17:10,3,40,4,1,1,0,1,-0.086034,51.605465
468,3,2,1,10/01/2018,4,19:20,3,30,4,1,1,0,1,-0.105912,51.422517
469,3,3,1,09/01/2018,3,08:50,6,20,1,1,2,0,1,-0.040528,51.666133
470,3,2,1,10/01/2018,4,18:12,6,20,7,1,1,0,1,-0.116985,51.530969
471,2,2,1,10/01/2018,4,20:15,6,30,4,1,1,0,1,-0.207521,51.384187
472,2,3,1,10/01/2018,4,21:00,6,20,4,1,1,0,1,-0.193642,51.513919
473,3,2,1,10/01/2018,4,22:33,6,30,4,1,1,0,1,-0.452532,51.538032
474,2,1,1,10/01/2018,4,23:57,3,30,4,1,1,0,1,-0.367368,51.548567
475,2,2,1,10/01/2018,4,23:38,6,30,4,2,2,0,1,-0.138461,51.541743
476,3,2,1,11/01/2018,5,05:45,6,30,5,1,1,0,1,-0.405299,51.499092
477,3,1,1,11/01/2018,5,08:40,2,20,1,8,2,2,1,-0.171972,51.522396
478,3,2,1,11/01/2018,5,06:55,6,30,4,2,2,0,1,-0.13043,51.642601
479,3,1,1,02/01/2018,3,13:35,6,30,1,2,1,0,1,-0.032038,51.427865
480,3,2,1,11/01/2018,5,08:23,6,30,1,2,2,0,1,-0.186191,51.363895
481,3,2,1,11/01/2018,5,09:45,3,50,1,1,2,0,1,-0.278727,51.539298
482,3,3,1,10/01/2018,4,18:39,3,40,4,2,4,0,1,-0.284375,51.527151
483,2,1,1,10/01/2018,4,10:55,6,30,1,1,1,0,1,-0.162913,51.460925
484,3,2,1,11/01/2018,5,07:57,6,20,1,1,2,0,1,0.024984,51.412865
485,3,2,1,11/01/2018,5,09:30,2,20,1,1,2,0,1,-0.139673,51.543831
486,3,3,1,05/01/2018,6,17:30,6,30,1,1,1,0,1,0.072949,51.490804
487,3,2,1,09/01/2018,3,16:53,6,50,7,1,1,0,2,-0.159956,51.684432
488,3,2,1,01/01/2018,2,02:40,6,20,4,1,1,0,1,-0.061002,51.481046
489,3,2,1,11/01/2018,5,07:45,3,40,1,1,2,0,1,-0.2135,51.367193
490,3,2,1,10/01/2018,4,18:15,9,30,5,1,1,0,1,-0.01704,51.578062
491,3,1,1,11/01/2018,5,10:32,3,30,1,2,2,0,1,-0.307991,51.411131
492,3,1,1,11/01/2018,5,09:16,6,30,1,1,2,0,1,0.02788,51.575585
493,2,4,1,11/01/2018,5,09:39,6,30,1,1,2,0,1,-0.423048,51.569202
494,3,2,1,11/01/2018,5,11:10,3,30,1,1,2,0,1,-0.17033,51.516615
495,3,2,1,10/01/2018,4,20:05,6,20,4,1,1,0,1,-0.05951,51.492442
496,3,1,1,10/01/2018,4,19:40,6,30,4,1,2,0,1,-0.055952,51.352454
497,2,1,1,11/01/2018,5,10:00,6,30,1,1,2,0,1,-0.02412,51.474674
498,3,2,1,11/01/2018,5,12:55,6,30,1,1,2,0,1,-0.311552,51.52125
499,3,2,1,11/01/2018,5,08:35,6,30,1,2,2,0,1,-0.288634,51.417324
500,3,2,1,11/01/2018,5,12:32,6,30,1,2,2,0,1,0.132331,51.460602
501,3,1,1,11/01/2018,5,12:45,6,30,1,1,2,0,1,0.075295,51.548767
502,3,1,1,11/01/2018,5,09:56,9,20,1,2,2,0,1,-0.08909,51.505068
503,3,1,1,11/01/2018,5,10:32,6,30,1,2,2,0,1,-0.466498,51.504315
504,3,2,1,11/01/2018,5,12:23,6,30,1,2,2,0,1,-0.145889,51.518659
505,3,2,1,11/01/2018,5,06:35,1,30,4,1,2,0,1,-0.105859,51.357679
506,3,2,1,11/01/2018,5,07:20,6,30,4,1,2,0,1,-0.377966,51.554739
507,3,1,1,10/01/2018,4,19:58,6,30,6,1,1,0,1,-0.264636,51.466161
508,3,2,1,10/01/2018,4,16:30,3,40,1,1,5,0,1,-0.3078,51.490262
509,3,2,1,11/01/2018,5,13:40,6,30,1,1,1,0,1,-0.472538,51.513296
510,3,2,1,11/01/2018,5,07:45,7,20,1,1,2,0,1,-0.444756,51.529297
511,3,2,1,11/01/2018,5,12:30,7,30,1,2,2,0,1,-0.160821,51.473571
512,3,1,1,06/01/2018,7,02:30,2,20,1,1,1,0,1,-0.043999,51.511519
513,3,2,3,01/01/2018,2,05:50,9,20,1,1,1,0,1,-0.078072,51.52719
514,3,2,1,11/01/2018,5,14:40,2,20,1,1,2,0,1,-0.04343,51.544962
515,3,1,1,11/01/2018,5,14:27,2,30,1,1,2,0,1,-0.134455,51.509216
516,3,3,1,11/01/2018,5,13:09,6,30,1,1,1,0,1,-0.108468,51.343152
517,3,2,1,10/01/2018,4,16:55,6,30,4,1,1,7,1,-0.381441,51.489323
518,3,2,1,11/01/2018,5,08:15,6,30,1,1,1,0,1,-0.091257,51.473898
519,3,2,1,06/01/2018,7,16:52,7,20,4,1,1,-1,1,-0.004943,51.514818
520,3,1,1,11/01/2018,5,15:15,6,20,1,2,2,0,1,-0.026672,51.582271
521,3,2,1,09/01/2018,3,18:15,9,50,1,1,1,-1,1,0.020452,51.482908
522,3,2,1,11/01/2018,5,16:40,6,30,4,8,2,0,1,0.123268,51.569221
523,3,1,1,11/01/2018,5,16:29,6,30,4,1,1,0,1,-0.26924,51.618291
524,2,1,1,11/01/2018,5,16:20,3,20,4,1,2,0,1,-0.116127,51.555235
525,3,1,1,11/01/2018,5,15:04,6,20,1,1,1,0,1,-0.000247,51.434431
526,3,1,1,11/01/2018,5,15:30,3,30,4,1,2,0,1,0.028172,51.57567
527,3,2,1,11/01/2018,5,17:28,3,30,4,2,2,0,1,-0.189089,51.519694
528,3,2,1,11/01/2018,5,17:20,3,50,4,1,2,0,1,-0.019612,51.532153
529,3,3,1,11/01/2018,5,16:50,3,50,4,1,2,0,1,0.009079,51.515747
530,3,1,1,11/01/2018,5,18:30,6,40,4,1,1,2,1,-0.041157,51.628105
531,2,1,1,11/01/2018,5,18:10,3,40,4,1,2,0,1,-0.085882,51.605643
532,3,2,1,11/01/2018,5,20:53,6,30,4,1,2,0,1,-0.25868,51.618675
533,3,2,1,11/01/2018,5,18:49,1,20,4,2,2,0,1,-0.126355,51.545057
534,3,2,2,11/01/2018,5,19:15,6,30,4,1,1,0,1,-0.072492,51.327907
535,3,1,1,11/01/2018,5,18:18,1,20,4,4,1,0,1,-0.084867,51.550772
536,3,2,1,11/01/2018,5,07:34,9,30,4,9,2,-1,1,-0.156861,51.61811
537,2,2,1,11/01/2018,5,20:47,6,30,4,1,1,0,1,-0.090954,51.381088
538,3,2,1,10/01/2018,4,14:15,3,40,1,1,1,0,1,-0.364668,51.479019
539,3,2,1,10/01/2018,4,19:14,6,40,6,1,1,0,1,0.07239,51.522919
540,3,2,1,11/01/2018,5,21:02,1,40,4,1,2,0,1,0.058023,51.581535
541,3,2,2,11/01/2018,5,15:05,9,30,1,1,1,0,1,-0.223249,51.575251
542,3,2,1,11/01/2018,5,21:20,6,30,4,1,1,0,1,-0.215065,51.400849
543,2,1,2,11/01/2018,5,19:55,6,30,4,1,1,0,2,-0.123285,51.504002
544,3,3,1,11/01/2018,5,19:13,9,30,4,9,-1,-1,1,-0.253313,51.589101
545,3,2,1,10/01/2018,4,19:02,3,30,4,2,2,0,1,-0.150608,51.52314
546,2,2,1,11/01/2018,5,21:26,3,40,4,1,1,0,1,0.015447,51.506555
547,3,2,1,11/01/2018,5,23:30,6,30,4,1,1,0,1,-0.142418,51.522471
548,2,6,2,12/01/2018,6,04:01,6,30,4,2,2,0,1,0.110455,51.566754
549,2,2,1,05/01/2018,6,17:15,6,30,4,1,1,-1,1,-0.070275,51.592258
550,2,1,1,12/01/2018,6,07:15,6,30,4,2,2,0,1,-0.120692,51.381299
551,3,2,1,12/01/2018,6,08:13,2,20,1,2,2,0,1,-0.108087,51.526509
552,3,2,1,12/01/2018,6,08:05,2,30,1,1,2,0,1,-0.022549,51.474378
553,3,2,1,11/01/2018,5,08:48,6,30,1,1,2,0,1,-0.034873,51.485826
554,3,2,1,11/01/2018,5,04:30,6,40,4,1,1,0,1,-0.478382,51.545474
555,3,2,1,12/01/2018,6,06:55,1,30,4,1,2,-1,1,-0.237462,51.56971
556,3,2,1,10/01/2018,4,21:28,3,30,4,1,1,0,1,-0.152823,51.44341
557,3,1,1,12/01/2018,6,08:37,3,30,1,1,1,0,1,-0.36186,51.553346
558,3,2,1,12/01/2018,6,07:51,6,20,1,8,1,0,1,-0.037522,51.54819
559,3,2,1,12/01/2018,6,09:00,3,20,1,1,2,0,1,-0.089106,51.473684
560,3,1,1,12/01/2018,6,10:01,6,30,1,1,2,0,1,-0.229855,51.587221
561,3,1,1,03/01/2018,4,13:31,9,30,1,1,1,-1,1,-0.124976,51.529478
562,3,2,1,12/01/2018,6,08:30,6,20,1,8,2,0,1,-0.084005,51.547251
563,3,2,1,11/01/2018,5,19:30,3,30,7,2,2,0,1,-0.118549,51.366966
564,2,1,1,12/01/2018,6,10:03,6,20,1,1,2,0,1,-0.108995,51.595047
565,3,2,1,12/01/2018,6,09:48,6,20,1,8,2,0,1,-0.117403,51.503368
566,3,2,2,07/01/2018,1,14:39,6,30,1,1,1,0,1,0.210119,51.562851
567,3,2,1,12/01/2018,6,09:05,9,30,1,2,2,-1,1,0.003452,51.472947
568,3,2,1,10/01/2018,4,06:25,6,30,4,8,2,0,1,-0.217163,51.461492
569,3,2,1,12/01/2018,6,12:05,6,30,1,1,2,0,1,0.184014,51.47269
570,3,2,1,12/01/2018,6,12:24,6,30,1,1,1,0,1,-0.136943,51.518877
571,3,2,1,12/01/2018,6,09:35,3,50,1,1,1,0,1,-0.017045,51.601172
572,3,2,1,12/01/2018,6,13:53,3,30,1,1,1,0,1,-0.278654,51.609977
573,3,2,1,12/01/2018,6,14:00,6,30,1,8,2,0,1,-0.008325,51.589244
574,3,1,1,10/01/2018,4,13:10,6,30,1,1,1,0,1,-0.16634,51.37177
575,3,1,1,08/01/2018,2,18:15,6,30,7,1,1,0,1,-0.101505,51.546097
576,3,1,1,12/01/2018,6,06:15,9,30,4,2,2,0,1,-0.01689,51.598112
577,3,1,1,12/01/2018,6,16:30,6,30,1,8,2,0,1,0.081149,51.458914
578,3,1,1,12/01/2018,6,16:34,6,30,4,1,1,0,1,-0.112307,51.476757
579,3,8,3,12/01/2018,6,14:36,3,50,1,1,1,0,1,-0.017334,51.601177
580,3,1,1,12/01/2018,6,17:18,6,30,4,1,1,0,1,-0.193068,51.532075
581,3,1,1,12/01/2018,6,19:15,9,30,4,1,2,-1,1,-0.136212,51.519136
582,2,1,1,12/01/2018,6,15:50,7,30,1,1,1,0,1,0.077186,51.48893
583,3,2,1,12/01/2018,6,15:45,6,30,1,1,1,0,1,-0.186902,51.440435
584,2,2,1,12/01/2018,6,16:40,6,30,4,1,1,0,1,0.003101,51.484644
585,3,2,1,12/01/2018,6,17:15,3,50,6,1,1,0,2,0.225115,51.506451
586,2,2,2,12/01/2018,6,15:10,2,20,1,1,1,0,1,-0.130557,51.516438
587,3,1,1,12/01/2018,6,17:50,6,30,4,1,1,0,1,-0.020341,51.355636
588,3,2,2,12/01/2018,6,19:30,6,30,4,1,1,0,1,-0.260039,51.594416
589,3,2,1,12/01/2018,6,16:50,3,30,4,1,1,0,1,-0.167499,51.5297
590,3,1,1,12/01/2018,6,15:20,6,30,1,1,1,0,1,-0.173383,51.490764
591,3,1,1,12/01/2018,6,18:39,6,30,4,1,1,0,1,-0.14659,51.4943
592,2,1,1,12/01/2018,6,17:30,6,20,1,1,1,0,1,-0.128949,51.43251
593,2,2,1,12/01/2018,6,17:57,3,30,1,1,1,0,1,-0.123857,51.423346
