,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Urban_or_Rural_Area,Longitude,Latitude
896,3,1,3,17/01/2018,4,17:45,6,30,4,1,1,0,1,0.02434,51.453614
897,3,7,2,17/01/2018,4,18:04,6,30,4,1,1,0,1,-0.190748,51.525115
898,3,1,1,17/01/2018,4,15:10,6,30,1,1,1,0,1,-0.042996,51.665905
899,3,1,1,17/01/2018,4,16:51,6,30,4,1,1,0,1,-0.106021,51.381602
900,3,2,1,17/01/2018,4,17:12,2,30,4,1,1,-1,1,0.18386,51.571887
901,3,2,1,17/01/2018,4,13:14,1,30,1,1,1,0,1,-0.127491,51.506856
902,3,1,2,17/01/2018,4,18:30,6,30,4,1,1,0,1,-0.153024,51.523988
903,3,1,1,17/01/2018,4,18:55,6,30,4,1,1,0,1,-0.190698,51.515492
904,3,1,1,17/01/2018,4,17:42,6,30,4,1,1,0,1,-0.123957,51.501674
905,3,2,1,17/01/2018,4,19:23,6,30,4,1,1,0,1,-0.1583,51.514718
906,2,1,1,17/01/2018,4,15:33,6,30,1,1,1,0,1,-0.16105,51.485805
907,3,1,1,17/01/2018,4,19:10,9,30,1,1,1,0,1,-0.023164,51.599926
908,3,2,1,17/01/2018,4,18:20,6,30,4,9,-1,0,1,-0.207035,51.444431
909,3,2,1,17/01/2018,4,20:00,6,30,4,1,1,0,1,-0.083542,51.379618
910,3,2,1,16/01/2018,3,16:10,6,20,1,1,1,0,1,-0.115714,51.495427
911,3,2,1,17/01/2018,4,18:34,6,30,4,1,1,0,1,-0.103847,51.434175
912,3,1,1,17/01/2018,4,21:03,3,30,4,2,2,0,1,-0.16669,51.517548
913,3,2,1,17/01/2018,4,19:00,6,30,4,1,1,0,1,-0.234565,51.484327
914,3,1,1,17/01/2018,4,21:07,6,30,4,9,2,0,1,0.050182,51.551636
915,3,3,1,17/01/2018,4,20:50,3,20,4,1,1,0,1,-0.06669,51.462345
916,3,2,1,17/01/2018,4,20:21,6,30,7,1,1,0,1,0.009834,51.516544
917,3,2,1,16/01/2018,3,15:45,6,30,1,1,1,0,1,-0.06673,51.495439
918,3,2,2,16/01/2018,3,14:35,3,40,1,1,1,0,1,-0.143514,51.608907
919,3,1,2,17/01/2018,4,19:09,1,30,4,1,1,0,1,0.035925,51.59415
920,3,2,1,17/01/2018,4,21:30,6,30,4,5,2,0,1,-0.208093,51.421066
921,3,2,1,17/01/2018,4,19:50,3,40,4,1,1,0,1,-0.384349,51.476324
922,2,2,2,17/01/2018,4,19:45,6,30,4,1,1,0,1,-0.292269,51.47412
923,3,4,2,18/01/2018,5,00:48,3,70,6,5,2,0,2,-0.104975,51.69156
924,2,3,1,17/01/2018,4,23:00,6,30,4,2,2,0,1,-0.094642,51.620623
925,3,2,1,18/01/2018,5,00:10,2,20,4,2,2,0,1,-0.135252,51.521458
926,3,2,1,17/01/2018,4,23:30,6,30,4,2,2,0,1,-0.182597,51.494504
927,3,2,1,17/01/2018,4,23:55,6,30,4,5,2,0,1,-0.210296,51.552303
928,3,1,1,17/01/2018,4,23:35,3,30,4,2,2,0,1,0.108997,51.566421
929,3,1,1,17/01/2018,4,23:04,3,20,4,5,2,0,1,-0.10813,51.570663
930,3,2,2,17/01/2018,4,23:30,3,20,4,2,2,0,1,-0.066314,51.576726
931,2,1,1,18/01/2018,5,00:25,1,30,4,2,2,0,1,-0.100812,51.493478
932,3,1,1,05/01/2018,6,08:20,6,30,1,1,-1,-1,1,-0.230066,51.585516
933,3,2,1,18/01/2018,5,08:44,6,30,1,4,1,0,1,-0.210891,51.51877
934,3,2,1,18/01/2018,5,08:00,3,30,1,1,1,0,1,-0.124278,51.50087
935,3,1,1,18/01/2018,5,07:45,1,20,1,4,1,0,1,-0.055706,51.558115
936,3,1,1,08/01/2018,2,13:35,6,30,1,1,1,-1,1,-0.103729,51.589746
937,3,1,1,18/01/2018,5,08:13,6,30,1,1,1,0,1,-0.179045,51.518549
938,3,1,1,18/01/2018,5,08:15,7,30,1,1,1,0,1,-0.064267,51.61473
939,3,2,1,18/01/2018,5,09:18,6,30,1,1,1,0,1,-0.072079,51.583745
940,3,2,1,18/01/2018,5,08:17,6,30,1,1,1,0,1,-0.021116,51.510775
941,3,2,1,18/01/2018,5,09:30,1,30,1,4,1,0,1,-0.435938,51.487905
942,3,1,1,18/01/2018,5,11:05,6,30,1,1,1,0,1,0.074013,51.552296
943,3,2,1,18/01/2018,5,10:00,3,20,1,1,1,0,1,-0.118497,51.49781
944,3,1,1,11/01/2018,5,15:55,6,30,1,1,1,0,1,0.049693,51.389774
945,3,1,1,18/01/2018,5,09:20,6,30,1,1,1,-1,1,0.183741,51.572429
946,3,1,1,18/01/2018,5,12:15,6,30,1,1,1,0,1,-0.093062,51.472039
947,3,2,2,18/01/2018,5,08:42,3,30,1,1,1,0,1,-0.080485,51.600069
948,3,2,1,18/01/2018,5,11:52,3,30,1,1,1,0,1,0.138745,51.530001
949,3,1,3,03/01/2018,4,16:53,9,30,4,9,-1,-1,1,-0.184048,51.649917
950,3,2,2,17/01/2018,4,09:00,3,30,1,2,2,0,1,-0.107473,51.617773
951,3,2,1,13/01/2018,7,14:50,6,30,1,1,1,0,1,-0.201712,51.477353
952,3,2,1,15/01/2018,2,17:37,6,20,4,1,2,0,1,-0.097099,51.523813
953,3,2,1,18/01/2018,5,10:10,6,30,1,1,1,0,1,-0.388776,51.534566
954,3,2,1,18/01/2018,5,11:05,7,50,1,4,1,0,1,-0.185344,51.519636
955,3,2,1,18/01/2018,5,13:31,3,30,1,1,1,0,1,-0.118961,51.374437
956,3,2,1,09/01/2018,3,15:05,9,30,1,9,-1,-1,1,-0.221937,51.575591
957,2,1,1,03/01/2018,4,16:40,6,30,4,1,-1,0,1,-0.125549,51.508534
958,3,2,1,18/01/2018,5,13:40,3,40,1,1,1,0,1,-0.184883,51.494989
959,3,2,1,18/01/2018,5,15:00,3,30,1,1,1,0,1,-0.012074,51.463589
960,3,2,1,18/01/2018,5,11:34,6,30,1,4,1,0,1,-0.127447,51.328439
961,3,2,2,15/01/2018,2,18:45,1,30,4,1,1,0,1,0.057468,51.591616
962,3,2,2,17/01/2018,4,18:40,6,30,4,1,1,0,1,-0.143814,51.442009
963,3,1,1,16/01/2018,3,08:13,9,30,1,1,1,0,1,-0.059693,51.376078
964,3,2,2,18/01/2018,5,15:35,6,30,1,1,1,0,1,-0.341163,51.583001
965,3,1,1,18/01/2018,5,16:30,6,30,1,1,1,0,1,0.10123,51.372674
966,2,1,1,02/01/2018,3,07:27,6,30,1,1,1,0,1,-0.212984,51.652968
967,3,2,1,18/01/2018,5,17:10,6,30,4,1,2,0,1,-0.101557,51.385307
968,3,1,2,18/01/2018,5,15:40,6,20,1,1,1,0,1,-0.17942,51.541666
969,3,1,2,17/01/2018,4,17:25,9,20,4,9,1,-1,1,-0.432493,51.46232
970,3,2,1,18/01/2018,5,17:10,6,30,4,1,1,0,1,-0.198853,51.51337
971,3,2,1,18/01/2018,5,17:39,6,20,4,1,1,0,1,-0.246132,51.498169
972,3,2,1,18/01/2018,5,18:37,3,50,4,1,1,0,1,0.037743,51.51858
973,3,3,5,18/01/2018,5,17:30,3,30,4,5,2,0,1,-0.092041,51.372203
974,3,1,1,18/01/2018,5,17:45,6,30,4,9,2,0,1,-0.057257,51.40985
975,3,2,1,18/01/2018,5,17:58,6,30,4,8,1,0,1,-0.158864,51.582891
976,3,2,2,18/01/2018,5,13:45,6,30,1,1,1,0,1,-0.053699,51.483443
977,3,2,1,18/01/2018,5,20:17,6,20,4,1,1,0,1,-0.112546,51.498883
978,1,1,1,18/01/2018,5,17:54,3,30,4,1,1,0,1,-0.168225,51.497248
979,3,1,1,18/01/2018,5,15:37,6,30,1,1,1,0,1,0.041658,51.383619
980,3,2,1,11/01/2018,5,18:45,1,30,4,8,1,0,1,0.063978,51.579182
981,3,2,1,18/01/2018,5,18:55,6,20,4,1,1,2,1,0.059624,51.450841
982,3,2,1,18/01/2018,5,19:30,6,30,4,1,1,0,1,-0.207418,51.52645
983,3,2,1,18/01/2018,5,04:50,3,50,4,2,2,0,2,-0.037305,51.613563
984,3,1,1,18/01/2018,5,19:50,6,30,4,1,1,0,1,-0.419964,51.504147
985,3,1,1,18/01/2018,5,15:15,6,20,1,1,1,0,1,-0.1532,51.423362
986,3,2,2,18/01/2018,5,20:27,2,20,4,1,1,0,1,-0.083447,51.502188
987,3,1,1,18/01/2018,5,15:20,6,30,1,2,2,0,1,0.130825,51.551818
988,3,2,1,18/01/2018,5,14:43,6,30,1,1,1,0,1,-0.446162,51.521852
989,3,2,1,18/01/2018,5,19:40,3,40,4,1,1,0,1,-0.450876,51.501861
990,3,1,1,18/01/2018,5,20:15,6,20,4,1,1,0,1,-0.060094,51.492272
991,3,1,1,18/01/2018,5,23:06,6,20,4,1,2,0,1,0.183692,51.574408
992,2,4,4,18/01/2018,5,20:42,3,70,4,1,1,0,2,0.252902,51.616895
993,2,3,2,18/01/2018,5,19:58,6,30,4,1,1,0,1,-0.103844,51.434264
994,2,1,1,18/01/2018,5,22:35,6,20,4,1,1,0,1,-0.292795,51.529432
995,3,2,1,19/01/2018,6,00:24,6,20,4,1,1,0,1,-0.174061,51.477375
996,2,1,1,18/01/2018,5,22:50,6,30,4,1,2,0,1,-0.172562,51.410356
997,3,2,1,18/01/2018,5,22:15,6,30,4,1,1,0,1,-0.333793,51.579299
998,3,3,1,19/01/2018,6,01:18,1,30,4,1,1,0,1,0.212707,51.592389
999,3,1,1,19/01/2018,6,01:50,6,30,4,1,1,0,1,-0.230823,51.372491
1000,3,1,1,18/01/2018,5,20:44,1,20,4,1,1,0,1,-0.142227,51.590902
1001,3,2,1,19/01/2018,6,04:40,3,30,4,1,1,0,1,-0.057458,51.479728
1002,3,1,1,18/01/2018,5,21:31,2,30,4,1,1,0,1,-0.133824,51.510555
1003,3,2,1,18/01/2018,5,08:55,6,30,1,1,1,0,1,0.097078,51.464116
1004,3,2,1,18/01/2018,5,11:00,6,30,1,1,1,0,1,-0.332319,51.473617
1005,3,2,1,13/01/2018,7,14:19,6,30,1,1,1,0,1,-0.104815,51.39687
1006,3,1,1,19/01/2018,6,05:30,6,20,4,1,1,0,1,-0.079104,51.499239
1007,3,2,1,19/01/2018,6,06:40,6,30,4,1,1,0,1,-0.209956,51.454368
1008,3,2,1,19/01/2018,6,07:10,6,30,4,1,2,0,1,-0.339454,51.550694
1009,3,3,2,19/01/2018,6,08:32,6,30,1,1,1,0,1,-0.283826,51.614549
1010,3,2,1,19/01/2018,6,07:30,2,30,1,8,2,0,1,-0.210886,51.504201
1011,3,1,1,12/01/2018,6,04:15,9,30,7,9,-1,-1,1,0.172595,51.586844
1012,3,2,1,18/01/2018,5,09:10,6,30,1,1,1,0,1,0.012038,51.517495
1013,3,2,1,19/01/2018,6,08:19,2,30,1,1,1,0,1,-0.181525,51.481628
1014,3,2,1,19/01/2018,6,06:45,6,30,7,1,1,0,1,-0.110244,51.551004
1015,3,3,2,15/01/2018,2,17:25,6,30,4,2,2,0,1,0.212309,51.596084
1016,3,2,1,16/01/2018,3,19:17,6,30,4,1,1,0,1,-0.012379,51.575735
1017,3,1,1,01/01/2018,2,16:39,2,20,1,1,1,-1,1,-0.071462,51.557386
1018,3,2,1,19/01/2018,6,09:30,6,30,1,1,1,0,1,-0.041732,51.668401
1019,3,2,1,11/01/2018,5,12:30,7,40,1,2,2,0,2,0.070538,51.513868
1020,3,2,1,19/01/2018,6,07:20,3,30,1,1,1,0,1,-0.055892,51.5199
1021,3,2,1,19/01/2018,6,11:15,6,30,1,1,1,0,1,-0.198911,51.581265
1022,3,2,2,19/01/2018,6,09:44,6,20,1,1,1,0,1,-0.125394,51.557902
1023,3,1,1,19/01/2018,6,09:50,6,30,1,1,1,0,1,-0.179617,51.496976
1024,3,2,1,19/01/2018,6,09:30,3,30,1,1,1,0,1,-0.144504,51.400113
1025,3,1,1,19/01/2018,6,08:30,6,30,1,1,1,0,1,-0.18944,51.478153
1026,3,1,1,19/01/2018,6,08:00,6,30,1,1,1,0,1,0.026241,51.457538
1027,3,2,1,06/01/2018,7,10:00,6,30,1,1,1,0,1,-0.118569,51.401499
1028,3,2,1,19/01/2018,6,07:40,3,40,1,1,1,0,1,-0.133545,51.612526
1029,3,2,1,19/01/2018,6,09:18,9,30,1,8,1,-1,1,-0.097165,51.50493
1030,3,2,1,19/01/2018,6,08:50,1,20,1,1,1,0,1,-0.259383,51.528491
1031,3,2,1,16/01/2018,3,09:50,6,20,1,1,1,0,1,-0.056559,51.558399
1032,3,2,1,19/01/2018,6,12:35,3,30,1,1,1,0,1,-0.291774,51.410266
1033,3,1,1,19/01/2018,6,09:50,6,30,1,1,1,0,1,-0.131136,51.385962
1034,3,1,1,19/01/2018,6,09:15,6,30,1,1,1,0,1,-0.032468,51.521577
1035,3,2,2,19/01/2018,6,19:18,6,30,1,1,1,0,1,-0.00829,51.632947
1036,3,1,2,19/01/2018,6,12:06,6,20,1,1,1,0,1,-0.11181,51.568924
1037,3,2,2,01/01/2018,2,19:55,9,30,4,1,-1,-1,1,-0.102997,51.590004
1038,3,2,1,19/01/2018,6,12:00,6,30,1,1,1,0,1,-0.131852,51.470685
1039,3,2,1,19/01/2018,6,10:05,6,30,1,1,1,0,1,-0.060871,51.341385
1040,3,2,2,18/01/2018,5,16:00,1,30,1,1,1,0,1,-0.09639,51.371284
1041,2,1,1,18/01/2018,5,19:20,6,30,4,1,2,0,1,0.086171,51.587872
1042,2,2,1,19/01/2018,6,10:32,6,30,1,1,1,0,1,-0.163915,51.439537
1043,3,2,1,18/01/2018,5,20:00,6,30,4,9,-1,0,1,-0.135708,51.40429
1044,3,3,2,19/01/2018,6,13:50,6,40,1,1,1,0,2,0.107961,51.600162
1045,3,2,1,19/01/2018,6,11:10,3,30,1,1,1,0,1,-0.065568,51.509269
1046,3,1,1,19/01/2018,6,15:15,3,30,1,1,1,0,1,-0.039558,51.648402
1047,2,1,1,19/01/2018,6,07:40,6,20,1,1,1,0,1,-0.132233,51.535349
1048,3,4,2,19/01/2018,6,16:05,3,30,1,1,1,0,1,-0.235312,51.446299
1049,3,3,1,17/01/2018,4,14:23,6,30,1,1,1,0,1,-0.263515,51.533588
1050,3,2,1,19/01/2018,6,09:15,6,30,1,1,1,0,1,0.123641,51.416064
1051,3,1,1,19/01/2018,6,17:05,6,20,4,1,1,0,1,-0.111158,51.535911
1052,3,2,1,18/01/2018,5,13:55,3,30,1,1,1,0,1,-0.353933,51.509173
1053,3,1,1,19/01/2018,6,14:27,6,30,1,1,1,0,1,-0.297208,51.542535
1054,3,2,1,19/01/2018,6,17:25,6,20,4,1,1,0,1,-0.244512,51.536543
1055,3,2,2,14/01/2018,1,07:10,6,20,7,1,1,0,1,-0.059739,51.558272
1056,3,1,1,19/01/2018,6,18:16,3,30,4,1,1,0,1,-0.32755,51.580289
1057,3,2,1,19/01/2018,6,16:30,6,30,4,1,1,0,1,-0.224494,51.435794
1058,3,2,1,19/01/2018,6,18:05,6,20,4,1,1,0,1,-0.196525,51.473766
1059,2,1,1,19/01/2018,6,19:10,6,30,4,1,1,0,1,-0.206807,51.508995
1060,2,1,1,19/01/2018,6,16:13,6,30,1,1,1,0,1,-0.216009,51.583234
1061,3,1,1,19/01/2018,6,18:50,2,30,4,1,1,0,1,0.069814,51.558306
1062,3,2,1,19/01/2018,6,15:55,7,30,1,1,1,0,2,0.270788,51.575812
1063,3,2,2,19/01/2018,6,17:27,3,50,4,1,1,0,1,0.088542,51.529377
1064,3,1,1,19/01/2018,6,17:18,6,20,4,1,1,0,1,-0.106103,51.563886
1065,3,2,1,19/01/2018,6,18:43,6,30,4,1,1,0,1,-0.113667,51.464729
1066,3,1,1,19/01/2018,6,17:08,2,30,4,1,1,0,1,-0.147814,51.492521
1067,3,2,1,18/01/2018,5,23:20,6,30,4,1,1,0,1,-0.141203,51.57353
1068,3,2,1,19/01/2018,6,20:45,6,30,4,1,1,0,1,-0.152916,51.466073
1069,3,2,1,19/01/2018,6,19:47,3,30,4,1,1,0,1,0.188847,51.582585
1070,3,2,1,19/01/2018,6,18:59,1,30,4,1,1,0,1,0.210327,51.576067
1071,3,1,1,19/01/2018,6,16:34,6,20,4,1,1,0,1,-0.355701,51.548135
1072,3,1,1,17/01/2018,4,09:15,6,30,1,1,1,0,1,-0.13022,51.464814
1073,3,1,1,19/01/2018,6,20:05,6,20,4,1,1,0,1,-0.063023,51.518309
1074,3,1,1,19/01/2018,6,16:48,6,30,1,1,1,0,1,-0.343077,51.474759
1075,2,2,1,19/01/2018,6,20:55,6,30,4,1,1,0,1,-0.130991,51.505833
1076,3,2,1,19/01/2018,6,20:30,6,30,4,1,1,0,2,-0.058188,51.587922
1077,3,1,1,19/01/2018,6,15:30,6,30,1,1,1,0,1,-0.13656,51.461138
1078,3,2,1,19/01/2018,6,21:45,2,20,4,1,1,0,1,-0.091463,51.527589
1079,3,1,1,19/01/2018,6,20:20,6,30,4,1,1,0,1,-0.179946,51.499589
1080,3,2,1,19/01/2018,6,18:50,6,30,4,1,1,0,1,-0.122021,51.408478
1081,3,2,1,19/01/2018,6,23:55,3,50,4,1,1,0,1,0.001579,51.561649
1082,3,2,1,18/01/2018,5,20:00,9,30,7,1,1,0,1,-0.262358,51.594181
1083,3,2,1,20/01/2018,7,00:34,6,20,4,1,1,0,1,-0.054554,51.554679
1084,3,2,1,19/01/2018,6,13:42,9,30,1,1,1,-1,1,0.062121,51.563657
1085,3,1,1,20/01/2018,7,01:17,6,30,4,1,1,0,1,-0.22697,51.371804
1086,3,1,1,19/01/2018,6,22:46,6,30,4,1,1,0,1,-0.034521,51.427007
1087,2,2,1,20/01/2018,7,02:48,1,20,4,1,1,0,1,-0.141491,51.59125
1088,3,2,1,20/01/2018,7,01:10,6,20,4,1,1,0,1,-0.351768,51.565165
1089,3,1,1,19/01/2018,6,11:55,3,30,1,1,1,0,1,-0.196201,51.558562
1090,3,1,1,17/01/2018,4,09:55,6,30,1,1,1,-1,1,-0.169272,51.471096
1091,3,2,1,20/01/2018,7,08:50,6,30,1,2,2,0,1,-0.422513,51.572162
1092,1,1,1,20/01/2018,7,09:08,6,30,1,2,2,0,1,-0.039226,51.672856
1093,3,2,1,20/01/2018,7,11:00,6,30,1,1,2,0,1,-0.196062,51.540215
1094,3,1,1,11/01/2018,5,09:40,6,30,1,1,2,0,1,-0.35493,51.609453
1095,3,1,1,20/01/2018,7,12:55,6,30,1,2,2,0,1,0.143183,51.544668
1096,3,1,1,20/01/2018,7,12:24,2,20,1,2,2,0,1,-0.086021,51.523273
1097,3,2,1,20/01/2018,7,13:30,6,30,1,2,2,0,1,-0.403248,51.528919
1098,3,1,1,20/01/2018,7,09:55,6,30,1,2,2,0,1,-0.09462,51.483036
1099,3,2,1,20/01/2018,7,13:10,6,30,1,2,2,0,1,-0.237599,51.614674
1100,3,2,1,19/01/2018,6,13:34,3,70,1,1,1,0,2,0.240184,51.622625
1101,3,2,1,20/01/2018,7,12:57,6,30,1,2,2,0,1,-0.305705,51.496257
1102,2,1,1,19/01/2018,6,19:30,2,30,4,1,1,0,1,0.041373,51.544955
1103,3,1,1,17/01/2018,4,20:45,3,30,4,1,1,0,1,-0.347389,51.534709
1104,2,2,4,20/01/2018,7,14:19,6,30,1,2,2,0,1,-0.141169,51.489448
1105,3,2,2,19/01/2018,6,18:15,3,50,4,2,2,0,1,0.102636,51.531733
1106,3,2,3,20/01/2018,7,14:32,3,40,1,2,2,0,1,-0.009866,51.517599
1107,3,2,3,20/01/2018,7,14:14,3,30,1,2,2,0,1,-0.069649,51.634243
1108,3,2,1,19/01/2018,6,18:00,6,20,4,1,1,0,1,-0.062345,51.517309
1109,3,2,1,19/01/2018,6,18:30,6,30,6,1,1,0,1,-0.15307,51.490805
1110,3,2,1,20/01/2018,7,16:10,1,30,1,1,2,0,1,-0.217338,51.505019
1111,3,2,12,20/01/2018,7,15:58,3,30,1,1,2,0,1,-0.07316,51.486462
1112,3,2,1,20/01/2018,7,17:35,6,20,4,1,2,0,1,-0.101769,51.543223
1113,3,2,1,20/01/2018,7,16:36,1,40,1,1,2,0,1,-0.33009,51.45578
1114,3,2,2,20/01/2018,7,17:50,1,30,7,8,2,0,1,-0.341723,51.579501
1115,3,1,1,20/01/2018,7,18:11,6,20,6,1,2,0,1,-0.131112,51.527508
1116,3,2,1,19/01/2018,6,12:35,6,40,1,1,1,0,1,0.191032,51.522921
1117,3,1,1,20/01/2018,7,13:15,6,30,1,1,2,0,1,-0.175596,51.420835
1118,2,2,1,20/01/2018,7,18:35,6,30,4,1,2,0,1,0.005579,51.485321
1119,3,2,1,20/01/2018,7,19:05,6,30,4,2,2,0,1,-0.164727,51.516168
1120,3,2,1,20/01/2018,7,17:55,3,30,4,2,2,0,1,-0.039913,51.512709
1121,3,2,1,20/01/2018,7,15:30,6,30,1,1,2,0,1,-0.161744,51.439863
1122,3,2,1,20/01/2018,7,17:20,6,30,4,1,1,0,1,-0.145386,51.509749
1123,3,2,3,19/01/2018,6,18:22,3,50,4,1,1,0,1,0.155259,51.446154
1124,3,1,1,20/01/2018,7,16:05,2,30,1,1,2,0,1,-0.150768,51.512082
1125,2,2,1,20/01/2018,7,16:40,6,30,4,1,2,0,1,-0.05764,51.519479
1126,3,2,1,20/01/2018,7,18:00,6,30,4,1,2,0,1,-0.114677,51.394781
1127,3,2,2,20/01/2018,7,16:45,6,20,4,1,1,0,1,-0.209485,51.495817
1128,3,1,1,20/01/2018,7,20:45,2,30,4,1,1,0,1,-0.413232,51.573476
1129,3,2,2,20/01/2018,7,20:10,3,40,4,1,2,0,1,-0.205942,51.347383
1130,3,1,1,20/01/2018,7,21:23,6,20,4,2,2,0,1,-0.036151,51.456081
1131,3,2,1,19/01/2018,6,17:53,6,30,4,1,2,0,1,-0.215167,51.47576
1132,3,2,3,20/01/2018,7,19:07,6,30,4,1,2,0,1,0.012801,51.377733
1133,3,3,1,19/01/2018,6,08:59,6,30,1,1,2,0,2,-0.151928,51.654181
1134,3,2,1,20/01/2018,7,20:02,6,30,4,1,2,0,1,0.013378,51.410546
1135,3,2,1,20/01/2018,7,20:20,6,30,4,1,1,0,1,0.025387,51.529226
1136,3,2,1,20/01/2018,7,20:45,6,30,4,1,2,0,1,0.058427,51.580898
1137,3,2,3,20/01/2018,7,12:24,3,30,1,1,1,0,1,-0.048459,51.680114
1138,2,2,2,20/01/2018,7,22:04,6,30,4,1,2,0,1,-0.062023,51.514696
1139,3,2,1,20/01/2018,7,05:07,6,20,4,1,2,0,1,-0.072497,51.57386
1140,3,1,2,20/01/2018,7,21:59,6,30,6,1,2,0,1,-0.190793,51.527634
1141,3,2,1,20/01/2018,7,23:40,7,30,4,1,1,0,1,-0.157591,51.625045
1142,3,2,1,20/01/2018,7,23:00,6,20,4,1,1,0,1,-0.209455,51.489252
1143,3,1,1,20/01/2018,7,22:10,6,30,4,1,1,0,2,-0.007137,51.540484
1144,2,1,1,21/01/2018,1,00:01,3,40,4,1,2,0,1,-0.359761,51.47931
1145,3,2,1,21/01/2018,1,01:30,3,20,4,1,1,0,1,-0.054028,51.448646
1146,3,2,1,20/01/2018,7,23:50,3,30,4,1,2,0,1,-0.072967,51.579803
1147,3,1,1,21/01/2018,1,03:00,6,30,4,1,1,0,1,-0.079506,51.64034
1148,3,1,1,21/01/2018,1,01:52,6,20,4,1,2,0,1,-0.092583,51.542175
1149,3,3,2,21/01/2018,1,03:35,6,30,4,1,2,0,1,0.044168,51.549403
1150,3,4,1,21/01/2018,1,04:47,6,30,4,1,1,0,1,-0.104,51.399195
1151,3,3,2,21/01/2018,1,03:18,6,20,4,1,2,0,1,0.121678,51.550545
1152,2,1,1,21/01/2018,1,04:30,3,50,4,1,2,0,1,0.011998,51.572171
1153,3,2,1,21/01/2018,1,06:40,1,20,1,1,1,0,1,-0.087068,51.525808
1154,3,2,1,20/01/2018,7,20:19,6,20,4,1,1,0,1,-0.092113,51.474092
1155,3,2,1,21/01/2018,1,10:00,3,20,1,2,2,0,1,-0.14088,51.549605
1156,3,2,3,20/01/2018,7,11:14,6,20,1,1,2,0,1,-0.38423,51.512292
1157,3,2,1,21/01/2018,1,11:00,6,20,1,2,2,0,1,-0.060677,51.529421
1158,2,6,1,21/01/2018,1,08:36,6,30,1,1,2,0,1,-0.350854,51.442766
1159,3,1,1,20/01/2018,7,18:10,6,20,4,1,1,0,1,-0.138939,51.459288
1160,3,2,1,21/01/2018,1,11:48,6,20,1,2,2,0,1,-0.121083,51.518984
1161,3,2,1,20/01/2018,7,21:00,3,40,4,2,2,0,2,0.01646,51.571915
1162,3,2,1,12/01/2018,6,00:45,1,20,4,1,1,0,1,-0.103656,51.546401
1163,2,1,1,21/01/2018,1,12:05,3,40,1,6,2,0,1,0.124394,51.531431
1164,2,2,1,19/01/2018,6,08:35,6,30,1,1,1,0,1,-0.244661,51.607586
1165,3,1,1,21/01/2018,1,12:18,3,40,1,2,2,0,1,-0.085738,51.609057
1166,3,1,1,16/01/2018,3,09:03,6,30,1,1,1,-1,1,-0.128436,51.511908
1167,3,2,1,04/01/2018,5,15:10,1,30,1,1,1,0,2,0.037344,51.593586
1168,3,1,1,21/01/2018,1,13:02,1,30,1,3,2,0,1,0.109738,51.413977
1169,3,2,2,21/01/2018,1,12:40,6,30,1,2,2,0,1,0.091476,51.373028
1170,2,1,2,20/01/2018,7,21:40,7,40,4,8,2,0,1,0.012299,51.572436
1171,3,1,1,21/01/2018,1,13:15,2,30,1,2,2,0,1,-0.181358,51.522002
1172,3,2,1,20/01/2018,7,18:47,6,30,4,1,2,0,1,-0.22463,51.506479
1173,3,1,1,15/01/2018,2,16:30,6,30,1,1,1,-1,1,-0.100207,51.476832
1174,3,2,1,21/01/2018,1,15:15,6,20,1,2,2,0,1,-0.373221,51.485522
1175,2,1,1,21/01/2018,1,15:00,3,70,1,2,2,0,1,-0.238656,51.602281
1176,3,2,2,21/01/2018,1,12:46,6,20,1,3,2,0,1,-0.068991,51.595294
1177,3,1,1,18/01/2018,5,18:15,9,20,4,8,-1,-1,1,-0.131063,51.514647
1178,3,2,1,21/01/2018,1,15:10,6,30,1,2,2,0,1,-0.05961,51.40863
1179,3,2,1,18/01/2018,5,08:50,6,30,1,8,1,0,1,-0.192923,51.532073
1180,3,2,1,21/01/2018,1,15:35,3,50,1,2,2,0,2,0.116524,51.582472
1181,3,1,1,21/01/2018,1,12:55,6,20,1,2,2,0,1,-0.12259,51.531418
1182,3,1,1,21/01/2018,1,18:06,6,30,4,5,2,0,1,0.022813,51.532957
1183,3,2,1,21/01/2018,1,16:00,6,30,1,2,2,0,1,-0.177463,51.485971
1184,3,2,1,21/01/2018,1,17:30,6,20,4,2,2,0,1,-0.092257,51.474095
1185,2,1,1,21/01/2018,1,18:39,1,30,4,2,2,0,1,-0.222851,51.492963
1186,3,1,1,19/01/2018,6,08:38,6,30,1,1,1,-1,1,-0.351854,51.602665
1187,3,2,2,21/01/2018,1,19:31,1,30,4,2,2,0,1,0.066608,51.576707
1188,3,1,1,21/01/2018,1,16:00,6,30,1,2,2,0,1,-0.137023,51.350714
1189,3,2,1,21/01/2018,1,17:45,1,30,4,2,2,0,1,0.123762,51.545741
1190,2,2,1,21/01/2018,1,18:38,6,30,4,2,2,0,1,-0.082097,51.496591
1191,3,2,1,21/01/2018,1,20:00,6,30,4,1,2,0,1,-0.076969,51.536254
1192,3,3,1,21/01/2018,1,18:04,3,30,4,2,2,0,1,-0.096754,51.372909
1193,3,2,1,21/01/2018,1,19:55,6,30,4,1,2,0,1,-0.157511,51.412728
